ID операции,Дата,Артикул,ID производственной базы,"Количество, кг",Тип операции
2233,29.9.2021,53,П3,7,Поступило с производства
2234,29.9.2021,59,П13,32,Выдано покупателю
2235,29.9.2021,59,П14,24,Выдано покупателю
2236,29.9.2021,61,П16,15,Поступило с производства
2237,29.9.2021,62,П10,8,Выдано покупателю
2238,29.9.2021,62,П4,24,Поступило с производства
2239,29.9.2021,64,П6,5,Выдано покупателю
2240,30.9.2021,1,П13,45,Выдано покупателю
2241,30.9.2021,2,П9,19,Выдано покупателю
2242,30.9.2021,7,П15,6,Выдано покупателю
2243,30.9.2021,7,П4,17,Выдано покупателю
2244,30.9.2021,12,П14,23,Выдано покупателю
2245,30.9.2021,13,П14,40,Поступило с производства
2246,30.9.2021,16,П15,25,Поступило с производства
2247,30.9.2021,16,П9,41,Поступило с производства
2248,30.9.2021,19,П3,46,Поступило с производства
2249,30.9.2021,20,П11,41,Поступило с производства
2250,30.9.2021,20,П3,31,Поступило с производства
2251,30.9.2021,21,П14,11,Выдано покупателю
2252,30.9.2021,23,П1,35,Выдано покупателю
2253,30.9.2021,25,П3,20,Поступило с производства
2254,30.9.2021,25,П6,50,Поступило с производства
2255,30.9.2021,27,П14,23,Поступило с производства
2256,30.9.2021,28,П6,49,Поступило с производства
2257,30.9.2021,31,П16,18,Выдано покупателю
2258,30.9.2021,32,П7,40,Поступило с производства
2259,30.9.2021,35,П16,35,Поступило с производства
2260,30.9.2021,37,П14,20,Выдано покупателю
2261,30.9.2021,37,П4,45,Поступило с производства
2262,30.9.2021,38,П14,49,Поступило с производства
2263,30.9.2021,41,П15,7,Поступило с производства
2264,30.9.2021,41,П7,36,Выдано покупателю
2265,30.9.2021,42,П11,14,Поступило с производства
2266,30.9.2021,44,П3,12,Выдано покупателю
2267,30.9.2021,46,П2,31,Поступило с производства
2268,30.9.2021,48,П4,7,Поступило с производства
2269,30.9.2021,49,П10,41,Поступило с производства
2270,30.9.2021,51,П10,27,Выдано покупателю
2271,30.9.2021,52,П4,8,Выдано покупателю
2272,30.9.2021,53,П16,31,Поступило с производства
2273,30.9.2021,53,П5,40,Выдано покупателю
2274,30.9.2021,54,П8,17,Поступило с производства
2275,30.9.2021,55,П4,9,Выдано покупателю
2276,30.9.2021,56,П3,49,Выдано покупателю
2277,30.9.2021,58,П13,38,Поступило с производства
2278,30.9.2021,58,П13,41,Выдано покупателю
2279,30.9.2021,58,П4,15,Выдано покупателю
2281,30.9.2021,63,П1,14,Поступило с производства
2282,30.9.2021,64,П10,20,Поступило с производства
